province;red;green;blue;x;y
2584;181;71;227;Prov2584;x
2585;190;173;57;Prov2585;x
2586;147;210;249;Prov2586;x
2587;40;240;202;Prov2587;x
2588;164;146;151;Prov2588;x
2589;223;62;2;Prov2589;x
2590;238;105;108;Prov2590;x
2591;115;103;191;Prov2591;x
2592;20;65;247;Prov2592;x
2593;79;199;132;Prov2593;x
2594;188;133;184;Prov2594;x
2595;111;176;138;Prov2595;x
2596;233;207;216;Prov2596;x
2597;130;10;135;Prov2597;x
2598;195;68;181;Prov2598;x
2599;250;197;3;Prov2599;x
2600;103;90;156;Prov2600;x
2601;83;13;202;Prov2601;x
2602;69;30;224;Prov2602;x
2603;147;192;71;Prov2603;x
2604;130;232;31;Prov2604;x
2605;102;38;239;Prov2605;x
2606;112;6;83;Prov2606;x
2607;235;171;172;Prov2607;x
2608;111;23;76;Prov2608;x
2609;153;52;149;Prov2609;x
2610;152;11;90;Prov2610;x
2611;249;157;54;Prov2611;x
2612;43;243;202;Prov2612;x
2613;124;44;9;Prov2613;x
2614;43;116;131;Prov2614;x
2615;233;154;73;Prov2615;x
2616;138;80;246;Prov2616;x
2617;244;138;228;Prov2617;x
2618;180;163;80;Prov2618;x
2619;115;226;52;Prov2619;x
2620;77;123;135;Prov2620;x
2621;86;144;249;Prov2621;x
2622;78;22;20;Prov2622;x
2623;170;241;84;Prov2623;x
2624;187;133;116;Prov2624;x
2625;5;112;186;Prov2625;x
2626;147;187;16;Prov2626;x
2627;49;67;43;Prov2627;x
2628;30;229;77;Prov2628;x
2629;151;188;111;Prov2629;x
2630;177;237;15;Prov2630;x
2631;112;137;32;Prov2631;x
2632;206;95;27;Prov2632;x
2633;1;115;253;Prov2633;x
2634;87;128;49;Prov2634;x
2635;46;113;118;Prov2635;x
2636;185;235;129;Prov2636;x
2637;218;121;48;Prov2637;x
2638;116;16;85;Prov2638;x
2639;47;86;122;Prov2639;x
2640;2;13;95;Prov2640;x
2641;137;221;57;Prov2641;x
2642;31;136;197;Prov2642;x
2643;74;50;24;Prov2643;x
2644;33;28;211;Prov2644;x
2645;241;109;186;Prov2645;x
2646;6;63;50;Prov2646;x
2647;146;75;159;Prov2647;x
2648;40;21;109;Prov2648;x
2649;33;182;135;Prov2649;x
2650;218;54;131;Prov2650;x
2651;57;198;115;Prov2651;x
2652;119;140;134;Prov2652;x
2653;42;29;154;Prov2653;x
2654;97;87;117;Prov2654;x
2655;181;18;116;Prov2655;x
2656;215;214;230;Prov2656;x
2657;203;47;250;Prov2657;x
2658;177;54;152;Prov2658;x
2659;145;69;232;Prov2659;x
2660;185;24;168;Prov2660;x
2661;73;125;207;Prov2661;x
2662;122;12;193;Prov2662;x
2663;22;223;100;Prov2663;x
2664;50;31;164;Prov2664;x
2665;179;145;116;Prov2665;x
2666;253;204;36;Prov2666;x
2667;252;115;81;Prov2667;x
2668;77;35;56;Prov2668;x
2669;178;50;121;Prov2669;x
2670;251;5;191;Prov2670;x
2671;111;164;119;Prov2671;x
2672;141;108;48;Prov2672;x
2673;1;50;235;Prov2673;x
2674;52;210;138;Prov2674;x
2675;68;200;55;Prov2675;x
2676;55;83;146;Prov2676;x
2677;27;120;30;Prov2677;x
2678;201;176;250;Prov2678;x
2679;67;47;184;Prov2679;x
2680;244;98;127;Prov2680;x
2681;234;160;92;Prov2681;x
2682;91;55;183;Prov2682;x
2683;80;203;1;Prov2683;x
2684;95;58;66;Prov2684;x
2685;128;170;254;Prov2685;x
2686;231;10;31;Prov2686;x
2687;78;209;69;Prov2687;x
2688;170;12;45;Prov2688;x
2689;237;157;183;Prov2689;x
2690;196;4;129;Prov2690;x
2691;128;76;167;Prov2691;x
2692;168;107;109;Prov2692;x
2693;57;34;167;Prov2693;x
2694;93;35;23;Prov2694;x
2695;44;202;183;Prov2695;x
2696;58;31;120;Prov2696;x
2697;140;252;25;Prov2697;x
2698;238;97;4;Prov2698;x
2699;207;67;28;Prov2699;x
2700;236;190;235;Prov2700;x
2701;18;88;186;Prov2701;x
2702;54;40;190;Prov2702;x
2703;165;105;16;Prov2703;x
2704;119;101;125;Prov2704;x
2705;39;217;122;Prov2705;x
2706;154;34;27;Prov2706;x
2707;121;227;41;Prov2707;x
2708;206;207;77;Prov2708;x
2709;238;210;189;Prov2709;x
2710;192;45;44;Prov2710;x
2711;92;89;70;Prov2711;x
2712;62;189;240;Prov2712;x
2713;129;73;158;Prov2713;x
2714;179;155;54;Prov2714;x
2715;34;27;109;Prov2715;x
2716;215;35;53;Prov2716;x
2717;23;104;52;Prov2717;x
2718;66;110;169;Prov2718;x
2719;65;236;65;Prov2719;x
2720;112;3;161;Prov2720;x
2721;82;32;185;Prov2721;x
2722;203;101;90;Prov2722;x
2723;80;163;179;Prov2723;x
2724;105;42;136;Prov2724;x
2725;219;254;206;Prov2725;x
2726;164;31;165;Prov2726;x
2727;63;72;240;Prov2727;x
2728;145;155;45;Prov2728;x
2729;70;211;40;Prov2729;x
2730;17;113;155;Prov2730;x
2731;195;127;215;Prov2731;x
2732;157;115;187;Prov2732;x
2733;4;90;36;Prov2733;x
2734;218;242;139;Prov2734;x
2735;239;25;200;Prov2735;x
2736;167;254;124;Prov2736;x
2737;55;212;168;Prov2737;x
2738;65;91;141;Prov2738;x
2739;205;80;225;Prov2739;x
2740;6;33;173;Prov2740;x
2741;3;125;74;Prov2741;x
2742;119;216;65;Prov2742;x
2743;4;108;158;Prov2743;x
2744;126;166;48;Prov2744;x
2745;4;231;137;Prov2745;x
2746;46;63;86;Prov2746;x
2747;121;154;43;Prov2747;x
2748;135;240;56;Prov2748;x
2749;6;9;101;Prov2749;x
2750;139;252;130;Prov2750;x
2751;236;117;227;Prov2751;x
2752;73;48;111;Prov2752;x
2753;21;126;207;Prov2753;x
2754;177;203;163;Prov2754;x
2755;27;80;206;Prov2755;x
2756;93;104;208;Prov2756;x
2757;238;37;97;Prov2757;x
2758;255;116;243;Prov2758;x
2759;28;119;140;Prov2759;x
2760;210;3;135;Prov2760;x
2761;185;13;48;Prov2761;x
2762;94;148;155;Prov2762;x
2763;217;27;144;Prov2763;x
2764;46;149;129;Prov2764;x
2765;43;68;36;Prov2765;x
2766;252;157;89;Prov2766;x
2767;142;194;132;Prov2767;x
2768;222;128;206;Prov2768;x
2769;227;95;163;Prov2769;x
2770;234;215;34;Prov2770;x
2771;198;246;59;Prov2771;x
2772;254;152;170;Prov2772;x
2773;139;117;252;Prov2773;x
2774;53;153;6;Prov2774;x
2775;116;15;249;Prov2775;x
2776;86;167;78;Prov2776;x
2777;77;93;195;Prov2777;x
2778;232;181;232;Prov2778;x
2779;40;13;130;Prov2779;x
2780;42;44;241;Prov2780;x
2781;26;16;65;Prov2781;x
2782;76;65;111;Prov2782;x
2783;251;228;230;Prov2783;x
2784;216;49;239;Prov2784;x
2785;218;22;33;Prov2785;x
2786;247;29;145;Prov2786;x
2787;99;200;119;Prov2787;x
2788;9;127;106;Prov2788;x
2789;95;171;225;Prov2789;x
2790;64;239;162;Prov2790;x
2791;65;59;174;Prov2791;x
2792;30;224;191;Prov2792;x
2793;213;35;226;Prov2793;x
2794;120;83;11;Prov2794;x
2795;180;119;169;Prov2795;x
2796;106;73;18;Prov2796;x
2797;255;215;215;Prov2797;x
2798;177;225;12;Prov2798;x
2799;94;80;243;Prov2799;x
2800;75;248;235;Prov2800;x
2801;164;77;224;Prov2801;x
2802;117;205;17;Prov2802;x
2803;229;4;65;Prov2803;x
2804;34;124;68;Prov2804;x
2805;111;57;2;Prov2805;x
2806;23;249;193;Prov2806;x
2807;88;13;158;Prov2807;x
2808;124;12;230;Prov2808;x
2809;6;255;43;Prov2809;x
2810;161;79;14;Prov2810;x
2811;54;133;44;Prov2811;x
2812;77;130;103;Prov2812;x
2813;112;255;63;Prov2813;x
2814;74;71;125;Prov2814;x
2815;193;147;85;Prov2815;x
2816;161;229;167;Prov2816;x
2817;229;15;149;Prov2817;x
2818;33;235;33;Prov2818;x
2819;164;169;139;Prov2819;x
2820;34;32;195;Prov2820;x
2821;233;129;9;Prov2821;x
2822;80;84;185;Prov2822;x
2823;246;187;12;Prov2823;x
2824;250;219;94;Prov2824;x
2825;47;197;122;Prov2825;x
2826;150;94;24;Prov2826;x
2827;39;73;176;Prov2827;x
2828;203;217;165;Prov2828;x
2829;230;243;20;Prov2829;x
2830;238;207;17;Prov2830;x
2831;221;12;17;Prov2831;x
2832;150;254;151;Prov2832;x
2833;25;243;32;Prov2833;x
2834;148;142;154;Prov2834;x
2835;113;235;196;Prov2835;x
2836;64;226;135;Prov2836;x
2837;117;57;35;Prov2837;x
2838;9;226;174;Prov2838;x
2839;125;38;63;Prov2839;x
2840;150;30;17;Prov2840;x
2841;149;100;249;Prov2841;x
2842;178;219;92;Prov2842;x
2843;145;143;138;Prov2843;x
2844;30;133;59;Prov2844;x
2845;191;15;228;Prov2845;x
2846;202;62;240;Prov2846;x
2847;229;219;66;Prov2847;x
2848;2;203;96;Prov2848;x
2849;236;221;165;Prov2849;x
2850;12;142;119;Prov2850;x
2851;254;121;213;Prov2851;x
2852;67;99;195;Prov2852;x
2853;103;140;115;Prov2853;x
2854;43;180;85;Prov2854;x
2855;19;74;174;Prov2855;x
2856;190;55;74;Prov2856;x
2857;91;35;185;Prov2857;x
2858;191;30;104;Prov2858;x
2859;140;136;215;Prov2859;x
2860;148;202;232;Prov2860;x
2861;181;57;1;Prov2861;x
2862;198;20;53;Prov2862;x
2863;29;97;106;Prov2863;x
2864;39;60;246;Prov2864;x
2865;226;227;62;Prov2865;x
2866;134;182;84;Prov2866;x
2867;62;100;48;Prov2867;x
2868;78;129;168;Prov2868;x
2869;51;98;247;Prov2869;x
2870;230;240;105;Prov2870;x
2871;170;158;216;Prov2871;x
2872;185;81;246;Prov2872;x
2873;62;221;225;Prov2873;x
2874;67;254;24;Prov2874;x
2875;22;182;65;Prov2875;x
2876;20;10;196;Prov2876;x
2877;249;133;76;Prov2877;x
2878;126;30;88;Prov2878;x
2879;245;11;150;Prov2879;x
2880;135;25;108;Prov2880;x
2881;227;187;186;Prov2881;x
2882;184;107;135;Prov2882;x
2883;235;96;173;Prov2883;x
2884;38;13;187;Prov2884;x
2885;169;114;40;Prov2885;x
2886;60;228;241;Prov2886;x
2887;57;210;105;Prov2887;x
2888;56;214;157;Prov2888;x
2889;143;24;57;Prov2889;x
2890;199;211;39;Prov2890;x
2891;227;212;148;Prov2891;x
2892;24;151;137;Prov2892;x
2893;90;49;118;Prov2893;x
2894;249;173;131;Prov2894;x
2895;250;134;238;Prov2895;x
2896;82;122;225;Prov2896;x
2897;75;13;227;Prov2897;x
2898;254;191;130;Prov2898;x
2899;213;132;125;Prov2899;x
2900;186;188;214;Prov2900;x
2901;51;37;43;Prov2901;x
2902;165;162;99;Prov2902;x
2903;120;131;181;Prov2903;x
2904;158;246;113;Prov2904;x
2905;214;249;255;Prov2905;x
2906;236;200;140;Prov2906;x
2907;53;135;217;Prov2907;x
2908;77;44;208;Prov2908;x
2909;156;229;231;Prov2909;x
2910;46;238;226;Prov2910;x
2911;131;29;208;Prov2911;x
2912;194;153;253;Prov2912;x
2913;255;193;197;Prov2913;x
2914;85;37;191;Prov2914;x
2915;4;186;195;Prov2915;x
2916;248;170;203;Prov2916;x
2917;37;86;146;Prov2917;x
2918;121;247;118;Prov2918;x
2919;188;251;2;Prov2919;x
2920;139;198;46;Prov2920;x
2921;75;71;56;Prov2921;x
2922;100;185;125;Prov2922;x
2923;237;94;93;Prov2923;x
2924;242;246;220;Prov2924;x
2925;210;112;112;Prov2925;x
2926;32;233;71;Prov2926;x
2927;213;230;20;Prov2927;x
2928;183;57;37;Prov2928;x
2929;122;208;209;Prov2929;x
2930;148;159;50;Prov2930;x
2931;211;159;143;Prov2931;x
2932;93;102;245;Prov2932;x
2933;197;18;131;Prov2933;x
2934;222;156;193;Prov2934;x
2935;44;55;106;Prov2935;x
2936;107;102;162;Prov2936;x
2937;104;44;208;Prov2937;x
2938;84;140;236;Prov2938;x
2939;253;34;203;Prov2939;x
2940;46;189;197;Prov2940;x
2941;209;88;159;Prov2941;x
2942;23;175;141;Prov2942;x
2943;166;18;3;Prov2943;x
2944;205;117;83;Prov2944;x
2945;247;202;111;Prov2945;x
2946;44;12;122;Prov2946;x
2947;228;20;163;Prov2947;x
2948;186;75;135;Prov2948;x
2949;189;53;145;Prov2949;x
2950;192;20;153;Prov2950;x
2951;196;171;79;Prov2951;x
2952;183;218;139;Prov2952;x
2953;96;213;11;Prov2953;x
2954;38;47;245;Prov2954;x
2955;27;91;217;Prov2955;x
2956;245;233;84;Prov2956;x
2957;215;177;97;Prov2957;x
2958;54;35;226;Prov2958;x
2959;27;83;237;Prov2959;x
2960;41;71;116;Prov2960;x
2961;7;96;205;Prov2961;x
2962;20;237;129;Prov2962;x
2963;87;160;119;Prov2963;x
2964;135;42;130;Prov2964;x
2965;211;170;79;Prov2965;x
2966;39;144;178;Prov2966;x
2967;11;84;106;Prov2967;x
2968;52;23;18;Prov2968;x
2969;163;177;132;Prov2969;x
2970;221;239;140;Prov2970;x
2971;243;200;160;Prov2971;x
2972;64;161;177;Prov2972;x
2973;171;233;254;Prov2973;x
2974;232;137;13;Prov2974;x
2975;233;187;85;Prov2975;x
2976;15;188;191;Prov2976;x
2977;128;246;247;Prov2977;x
2978;17;201;201;Prov2978;x
2979;176;128;231;Prov2979;x
2980;46;34;229;Prov2980;x
2981;245;18;126;Prov2981;x
2982;199;50;174;Prov2982;x
2983;13;60;207;Prov2983;x
2984;42;213;71;Prov2984;x
2985;164;225;21;Prov2985;x
2986;63;170;154;Prov2986;x
2987;60;35;15;Prov2987;x
2988;165;225;92;Prov2988;x
2989;78;131;156;Prov2989;x
2990;76;214;190;Prov2990;x
2991;19;139;126;Prov2991;x
2992;1;80;44;Prov2992;x
2993;183;149;29;Prov2993;x
2994;21;172;126;Prov2994;x
2995;245;174;115;Prov2995;x
2996;8;55;213;Prov2996;x
2997;217;143;243;Prov2997;x
2998;144;112;114;Prov2998;x
2999;41;14;191;Prov2999;x
3000;102;134;254;Prov3000;x
3001;9;89;72;Prov3001;x
3002;109;183;140;Prov3002;x
3003;158;206;126;Prov3003;x
3004;215;98;71;Prov3004;x
3005;38;8;94;Prov3005;x
3006;69;191;233;Prov3006;x
3007;133;61;69;Prov3007;x
3008;150;159;123;Prov3008;x
3009;170;98;1;Prov3009;x
3010;97;157;160;Prov3010;x
3011;94;240;135;Prov3011;x
3012;107;161;184;Prov3012;x
3013;218;201;59;Prov3013;x
3014;114;29;251;Prov3014;x
3015;231;154;155;Prov3015;x
3016;143;218;71;Prov3016;x
3017;43;98;119;Prov3017;x
3018;133;64;166;Prov3018;x
3019;170;25;228;Prov3019;x
3020;136;119;190;Prov3020;x
3021;185;68;248;Prov3021;x
3022;250;248;142;Prov3022;x
3023;72;66;98;Prov3023;x
3024;155;158;62;Prov3024;x
3025;117;183;132;Prov3025;x
3026;63;69;20;Prov3026;x
3027;217;1;20;Prov3027;x
3028;166;111;249;Prov3028;x
3029;2;68;160;Prov3029;x
3030;187;100;10;Prov3030;x
3031;166;95;190;Prov3031;x
3032;164;52;153;Prov3032;x
3033;182;39;243;Prov3033;x
3034;177;221;164;Prov3034;x
3035;135;169;193;Prov3035;x
3036;150;245;147;Prov3036;x
3037;193;93;37;Prov3037;x
3038;61;204;87;Prov3038;x
3039;225;234;89;Prov3039;x
3040;192;170;23;Prov3040;x
3041;56;133;173;Prov3041;x
3042;116;138;207;Prov3042;x
3043;211;244;3;Prov3043;x
3044;29;74;156;Prov3044;x
3045;80;88;208;Prov3045;x
3046;210;236;184;Prov3046;x
3047;222;18;203;Prov3047;x
3048;186;71;141;Prov3048;x
3049;21;149;185;Prov3049;x
3050;25;53;252;Prov3050;x
3051;193;120;236;Prov3051;x
3052;54;69;111;Prov3052;x
3053;189;135;215;Prov3053;x
3054;138;8;210;Prov3054;x
3055;139;225;234;Prov3055;x
3056;198;225;150;Prov3056;x
3057;89;38;64;Prov3057;x
3058;29;171;249;Prov3058;x
3059;40;148;49;Prov3059;x
3060;170;143;234;Prov3060;x
3061;48;113;211;Prov3061;x
3062;221;196;98;Prov3062;x
3063;62;13;229;Prov3063;x
3064;176;231;107;Prov3064;x
3065;78;74;146;Prov3065;x
3066;70;45;251;Prov3066;x
3067;167;226;253;Prov3067;x
3068;151;141;230;Prov3068;x
3069;9;248;61;Prov3069;x
3070;74;249;77;Prov3070;x
3071;47;21;230;Prov3071;x
3072;98;235;202;Prov3072;x
3073;15;2;138;Prov3073;x
3074;155;190;16;Prov3074;x
3075;208;197;191;Prov3075;x
3076;85;106;234;Prov3076;x
3077;23;60;20;Prov3077;x
3078;33;116;67;Prov3078;x
3079;249;122;94;Prov3079;x
3080;79;103;2;Prov3080;x
3081;119;208;12;Prov3081;x
3082;140;39;54;Prov3082;x
3083;144;65;97;Prov3083;x
3084;137;40;111;Prov3084;x
3085;60;175;223;Prov3085;x
3086;51;29;191;Prov3086;x
3087;197;25;47;Prov3087;x
3088;172;26;182;Prov3088;x
3089;172;208;155;Prov3089;x
3090;93;49;18;Prov3090;x
3091;225;147;21;Prov3091;x
3092;103;76;159;Prov3092;x
3093;152;182;87;Prov3093;x
3094;213;24;39;Prov3094;x
3095;104;44;185;Prov3095;x
3096;213;220;84;Prov3096;x
3097;223;232;142;Prov3097;x
3098;60;181;249;Prov3098;x
3099;166;72;215;Prov3099;x
3100;216;63;34;Prov3100;x
3101;155;186;107;Prov3101;x
3102;50;254;135;Prov3102;x
3103;239;190;64;Prov3103;x
3104;184;240;64;Prov3104;x
3105;53;60;183;Prov3105;x
3106;130;151;101;Prov3106;x
3107;8;77;33;Prov3107;x
3108;116;137;96;Prov3108;x
3109;77;177;178;Prov3109;x
3110;174;22;253;Prov3110;x
3111;116;150;244;Prov3111;x
3112;118;90;120;Prov3112;x
3113;232;48;34;Prov3113;x
3114;129;172;66;Prov3114;x
3115;103;180;217;Prov3115;x
3116;196;213;161;Prov3116;x
3117;199;180;197;Prov3117;x
3118;110;139;6;Prov3118;x
3119;146;147;117;Prov3119;x
3120;101;235;142;Prov3120;x
3121;128;36;96;Prov3121;x
3122;107;6;180;Prov3122;x
3123;85;28;95;Prov3123;x
3124;249;58;221;Prov3124;x
3125;54;182;146;Prov3125;x
3126;227;202;132;Prov3126;x
3127;224;35;26;Prov3127;x
3128;52;145;97;Prov3128;x
3129;214;211;139;Prov3129;x
3130;119;36;103;Prov3130;x
3131;177;58;192;Prov3131;x
3132;199;205;62;Prov3132;x
3133;248;164;216;Prov3133;x
3134;20;183;107;Prov3134;x
3135;28;65;99;Prov3135;x
3136;216;134;171;Prov3136;x
3137;216;233;65;Prov3137;x
3138;46;44;243;Prov3138;x
3139;205;49;193;Prov3139;x
3140;169;81;221;Prov3140;x
3141;249;217;52;Prov3141;x
3142;25;57;62;Prov3142;x
3143;15;48;155;Prov3143;x
3144;184;45;4;Prov3144;x
3145;237;163;167;Prov3145;x
3146;75;194;134;Prov3146;x
3147;182;136;239;Prov3147;x
3148;180;187;172;Prov3148;x
3149;8;12;65;Prov3149;x
3150;81;129;30;Prov3150;x
3151;88;131;237;Prov3151;x
3152;75;61;49;Prov3152;x
3153;105;161;241;Prov3153;x
3154;119;246;70;Prov3154;x
3155;135;66;106;Prov3155;x
3156;45;45;254;Prov3156;x
3157;95;25;231;Prov3157;x
3158;244;251;35;Prov3158;x
3159;120;137;70;Prov3159;x
3160;239;198;147;Prov3160;x
3161;69;82;52;Prov3161;x
3162;80;135;45;Prov3162;x
3163;20;81;22;Prov3163;x
3164;225;134;182;Prov3164;x
3165;202;50;114;Prov3165;x
3166;51;147;238;Prov3166;x
3167;202;187;6;Prov3167;x
3168;208;33;195;Prov3168;x
3169;230;83;43;Prov3169;x
3170;218;120;46;Prov3170;x
3171;186;180;26;Prov3171;x
3172;36;108;69;Prov3172;x
3173;118;76;102;Prov3173;x
3174;162;157;62;Prov3174;x
3175;60;168;78;Prov3175;x
3176;149;151;209;Prov3176;x
3177;38;238;223;Prov3177;x
3178;40;179;136;Prov3178;x
3179;212;88;160;Prov3179;x
3180;88;112;97;Prov3180;x
3181;244;14;110;Prov3181;x
3182;179;137;60;Prov3182;x
3183;40;45;222;Prov3183;x
3184;171;241;75;Prov3184;x
3185;165;85;59;Prov3185;x
3186;105;22;119;Prov3186;x
3187;83;76;212;Prov3187;x
3188;14;61;139;Prov3188;x
3189;143;108;220;Prov3189;x
3190;24;181;108;Prov3190;x
3191;254;106;88;Prov3191;x
3192;245;26;98;Prov3192;x
3193;116;180;188;Prov3193;x
3194;151;185;139;Prov3194;x
3195;50;200;100;Prov3195;x
3196;99;190;71;Prov3196;x
3197;252;40;64;Prov3197;x
3198;179;120;168;Prov3198;x
3199;38;181;160;Prov3199;x
3200;41;217;131;Prov3200;x
3201;254;152;151;Prov3201;x
3202;87;238;72;Prov3202;x
3203;28;61;176;Prov3203;x
3204;165;195;114;Prov3204;x
3205;136;126;104;Prov3205;x
3206;210;185;125;Prov3206;x
3207;159;55;77;Prov3207;x
3208;178;12;32;Prov3208;x
3209;63;59;58;Prov3209;x
3210;185;222;83;Prov3210;x
3211;119;82;47;Prov3211;x
3212;13;115;85;Prov3212;x
3213;149;169;155;Prov3213;x
3214;24;195;226;Prov3214;x
3215;103;187;35;Prov3215;x
3216;34;181;173;Prov3216;x
3217;15;196;209;Prov3217;x
3218;8;108;209;Prov3218;x
3219;81;26;228;Prov3219;x
3220;62;49;91;Prov3220;x
3221;191;139;177;Prov3221;x
3222;126;191;143;Prov3222;x
3223;237;60;75;Prov3223;x
3224;176;78;238;Prov3224;x
3225;35;137;40;Prov3225;x
3226;55;15;140;Prov3226;x
3227;200;185;132;Prov3227;x
3228;137;146;232;Prov3228;x
3229;8;16;147;Prov3229;x
3230;165;72;83;Prov3230;x
3231;4;80;24;Prov3231;x
3232;46;90;177;Prov3232;x
3233;20;167;190;Prov3233;x
3234;194;67;107;Prov3234;x
3235;184;122;181;Prov3235;x
3236;205;198;25;Prov3236;x
3237;21;70;210;Prov3237;x
3238;59;202;46;Prov3238;x
3239;14;255;59;Prov3239;x
3240;96;46;88;Prov3240;x
3241;109;116;149;Prov3241;x
3242;131;255;67;Prov3242;x
3243;86;138;86;Prov3243;x
3244;38;245;86;Prov3244;x
3245;128;79;198;Prov3245;x
3246;130;246;161;Prov3246;x
3247;125;187;187;Prov3247;x
3248;94;204;117;Prov3248;x
3249;170;174;184;Prov3249;x
3250;22;20;87;Prov3250;x
3251;35;237;121;Prov3251;x
3252;102;171;79;Prov3252;x
3253;94;70;153;Prov3253;x
3254;152;120;91;Prov3254;x
3255;97;178;17;Prov3255;x
3256;83;172;86;Prov3256;x
3257;201;68;25;Prov3257;x
3258;139;41;158;Prov3258;x
3259;219;82;29;Prov3259;x
3260;90;255;135;Prov3260;x
3261;160;39;68;Prov3261;x
3262;33;83;159;Prov3262;x
3263;64;177;233;Prov3263;x
3264;48;132;109;Prov3264;x
3265;221;162;230;Prov3265;x
3266;204;51;92;Prov3266;x
3267;94;224;60;Prov3267;x
3268;115;251;202;Prov3268;x
3269;6;107;174;Prov3269;x
3270;92;10;96;Prov3270;x
3271;128;137;243;Prov3271;x
3272;57;248;232;Prov3272;x
3273;2;94;160;Prov3273;x
3274;244;106;202;Prov3274;x
3275;61;91;141;Prov3275;x
3276;147;189;6;Prov3276;x
3277;181;10;213;Prov3277;x
3278;191;94;63;Prov3278;x
3279;213;61;175;Prov3279;x
3280;82;183;192;Prov3280;x
3281;22;49;210;Prov3281;x
3282;109;195;130;Prov3282;x
3283;73;6;239;Prov3283;x
3284;214;196;202;Prov3284;x
3285;50;75;139;Prov3285;x
3286;34;12;206;Prov3286;x
3287;100;171;114;Prov3287;x
3288;116;85;182;Prov3288;x
3289;184;22;15;Prov3289;x
3290;62;34;142;Prov3290;x
3291;223;30;2;Prov3291;x
3292;83;188;26;Prov3292;x
3293;136;35;137;Prov3293;x
3294;230;43;22;Prov3294;x
3295;212;216;144;Prov3295;x
3296;221;221;231;Prov3296;x
3297;118;165;52;Prov3297;x
3298;134;135;169;Prov3298;x
3299;76;85;87;Prov3299;x
3300;229;157;206;Prov3300;x
3301;88;155;203;Prov3301;x
3302;151;13;118;Prov3302;x
3303;191;235;50;Prov3303;x
3304;164;139;108;Prov3304;x
3305;253;191;100;Prov3305;x
3306;235;117;167;Prov3306;x
3307;158;148;208;Prov3307;x
3308;20;88;48;Prov3308;x
3309;104;155;232;Prov3309;x
3310;105;78;55;Prov3310;x
3311;66;78;52;Prov3311;x
3312;165;83;177;Prov3312;x
3313;205;226;202;Prov3313;x
3314;168;58;84;Prov3314;x
3315;5;32;60;Prov3315;x
3316;27;92;156;Prov3316;x
3317;217;80;13;Prov3317;x
3318;248;124;214;Prov3318;x
3319;12;132;95;Prov3319;x
3320;138;77;255;Prov3320;x
3321;247;183;40;Prov3321;x
3322;151;197;242;Prov3322;x
3323;204;24;6;Prov3323;x
3324;117;136;106;Prov3324;x
3325;49;126;201;Prov3325;x
3326;171;201;228;Prov3326;x
3327;204;193;104;Prov3327;x
3328;230;8;79;Prov3328;x
3329;4;9;242;Prov3329;x
3330;253;169;155;Prov3330;x
3331;28;195;147;Prov3331;x
3332;118;252;175;Prov3332;x
3333;31;29;61;Prov3333;x
3334;6;240;37;Prov3334;x
3335;66;150;29;Prov3335;x
3336;220;38;41;Prov3336;x
3337;17;156;167;Prov3337;x
3338;165;201;252;Prov3338;x
3339;182;92;149;Prov3339;x
3340;229;59;85;Prov3340;x
3341;59;160;252;Prov3341;x
3342;75;11;103;Prov3342;x
3343;189;94;48;Prov3343;x
3344;202;108;140;Prov3344;x
3345;190;14;231;Prov3345;x
3346;39;136;58;Prov3346;x
3347;71;182;67;Prov3347;x
3348;221;42;68;Prov3348;x
3349;202;87;184;Prov3349;x
3350;104;37;18;Prov3350;x
3351;241;1;7;Prov3351;x
3352;185;98;210;Prov3352;x
3353;254;210;122;Prov3353;x
3354;3;25;69;Prov3354;x
3355;156;188;143;Prov3355;x
3356;137;20;112;Prov3356;x
3357;244;73;235;Prov3357;x
3358;96;40;124;Prov3358;x
3359;169;183;94;Prov3359;x
3360;68;242;218;Prov3360;x
3361;246;46;232;Prov3361;x
3362;67;50;24;Prov3362;x
3363;77;148;53;Prov3363;x
3364;188;49;221;Prov3364;x
3365;92;185;224;Prov3365;x
3366;195;199;189;Prov3366;x
3367;160;214;159;Prov3367;x
3368;94;36;99;Prov3368;x
3369;50;17;138;Prov3369;x
3370;238;94;154;Prov3370;x
3371;65;152;228;Prov3371;x
3372;138;27;196;Prov3372;x
3373;210;48;246;Prov3373;x
3374;210;120;46;Prov3374;x
3375;147;161;2;Prov3375;x
3376;191;1;209;Prov3376;x
3377;197;172;243;Prov3377;x
3378;91;59;54;Prov3378;x
3379;212;219;166;Prov3379;x
3380;255;104;245;Prov3380;x
3381;128;8;187;Prov3381;x
3382;230;4;7;Prov3382;x
3383;180;110;241;Prov3383;x
3384;138;1;24;Prov3384;x
3385;76;245;71;Prov3385;x
3386;203;20;177;Prov3386;x
3387;233;253;136;Prov3387;x
3388;247;196;109;Prov3388;x
3389;167;176;30;Prov3389;x
3390;205;171;99;Prov3390;x
3391;76;67;252;Prov3391;x
3392;68;4;8;Prov3392;x
3393;164;137;133;Prov3393;x
3394;223;232;223;Prov3394;x
3395;25;69;207;Prov3395;x
3396;136;66;73;Prov3396;x
3397;108;61;34;Prov3397;x
3398;34;110;143;Prov3398;x
3399;252;52;71;Prov3399;x
3400;77;99;236;Prov3400;x
3401;159;39;16;Prov3401;x
3402;160;246;83;Prov3402;x
3403;123;67;166;Prov3403;x
3404;17;88;159;Prov3404;x
3405;195;39;108;Prov3405;x
